id,marks
9877,19
9878,14
9879,2
9880,23
9881,64
9882,63
9883,8
9884,79
9885,8
9886,36
9887,3
9888,94
9889,54
9890,64
9891,78
9892,1
9893,64
9894,22
9895,72
9896,87
9897,85
9898,91
9899,63
9900,71
9901,53
9902,28
9903,53
9904,34
9905,27
9906,66
9907,24
9908,37
9909,1
9910,41
9911,85
9912,59
9913,31
9914,33
9915,37
9916,61
9917,50
9918,51
9919,19
9920,17
9921,25
9922,68
9923,92
9924,30
9925,80
9926,9
9927,52
9928,17
9929,60
9930,60
9931,72
9932,63
9933,22
9934,8
9935,97
9936,74
9937,5
9938,14
9939,19
9940,90
9941,23
9942,91
9943,62
9944,69
9945,77
9946,74
9947,69
9948,83
9949,83
9950,47
9951,26
9952,19
9953,81
9954,100
9955,68
9956,66
9957,73
9958,45
9959,18
9960,32
9961,99
9962,17
9963,95
9964,28
9965,62
9966,40
9967,65
9968,11
9969,10
9970,86
9971,88
9972,54
9973,66
9974,5
9975,62
9976,16
9977,18
9978,26
9979,78
9980,23
9981,40
9982,73
9983,5
9984,78
9985,53
9986,3
9987,46
9988,11
9989,63
9990,59
9991,34
9992,21
9993,66
9994,17
9995,70
9996,22
9997,1
9998,16
9999,49
10000,11
10001,3
10002,53
10003,72
10004,75
10005,59
10006,11
10007,64
10008,98
10009,18
10010,33
10011,63
10012,29
10013,19
10014,100
10015,60
10016,49
10017,12
10018,77
10019,45
10020,66
10021,57
10022,79
10023,86
10024,90
10025,16
10026,42
10027,44
10028,62
10029,57
10030,95
10031,45
10032,50
10033,24
10034,75
10035,61
10036,40
10037,96
10038,74
10039,8
10040,96
10041,24
10042,87
10043,45
10044,78
10045,31
10046,91
10047,26
10048,43
10049,65
10050,61
10051,77
10052,17
10053,60
10054,27
10055,2
10056,2
10057,31
10058,2
10059,41
10060,26
10061,21
10062,10
10063,27
10064,5
10065,3
10066,9
10067,89
10068,59
10069,11
10070,84
10071,64
10072,69
10073,60
10074,83
10075,2
10076,40
10077,5
10078,19
10079,1
10080,3
10081,8
10082,28
10083,91
10084,20
10085,31
10086,1
10087,63
10088,33
10089,51
10090,91
10091,11
10092,73
10093,92
10094,58
10095,85
10096,43
10097,43
10098,41
10099,14
10100,45
10101,62
10102,59
10103,48
10104,58
10105,12
10106,72
10107,78
10108,79
10109,98
10110,35
10111,73
10112,63
10113,15
10114,83
10115,46
10116,72
10117,12
10118,36
10119,24
10120,29
10121,88
10122,60
10123,13
10124,25
10125,5
10126,27
10127,45
10128,67
10129,86
10130,11
10131,47
10132,44
10133,70
10134,89
10135,93
10136,100
10137,53
10138,91
10139,39
10140,51
10141,26
10142,34
10143,42
10144,18
10145,23
10146,76
10147,42
10148,80
10149,54
10150,46
10151,63
10152,61
10153,20
10154,66
10155,10
10156,36
10157,7
10158,7
10159,96
10160,96
10161,43
10162,74
10163,19
10164,36
10165,52
10166,87
10167,96
10168,79
10169,38
10170,82
10171,46
10172,41
10173,55
10174,58
10175,23
10176,1
10177,39
10178,5
10179,14
10180,43
10181,7
10182,1
10183,50
10184,48
10185,9
10186,22
10187,85
10188,67
10189,76
10190,87
10191,61
10192,29
10193,35
10194,28
10195,90
10196,5
10197,92
10198,56
10199,41
10200,69
10201,61
10202,3
10203,55
10204,97
10205,99
10206,58
10207,84
10208,13
10209,92
10210,36
10211,86
10212,54
10213,54
10214,77
10215,1
10216,65
10217,26
10218,96
10219,30
10220,50
10221,50
10222,8
10223,45
10224,13
10225,5
10226,56
10227,73
10228,41
10229,42
10230,18
10231,53
10232,80
10233,37
10234,33
10235,59
10236,69
10237,24
10238,83
10239,78
10240,79
10241,21
10242,5
10243,31
10244,68
10245,73
10246,82
10247,77
10248,79
10249,13
10250,14
10251,53
10252,57
10253,21
10254,72
10255,15
10256,58
10257,37
10258,90
10259,21
10260,62
10261,37
10262,98
10263,45
10264,26
10265,43
10266,48
10267,53
10268,66
10269,57
10270,70
10271,67
10272,49
10273,77
10274,15
10275,62
10276,8
10277,14
10278,9
10279,30
10280,32
10281,22
10282,1
10283,26
10284,86
10285,46
10286,6
10287,32
10288,26
10289,21
10290,50
10291,68
10292,16
10293,40
10294,80
10295,23
10296,75
10297,13
10298,40
10299,36
10300,19
10301,45
10302,6
10303,76
10304,70
10305,33
10306,64
10307,69
10308,58
10309,2
10310,46
10311,7
10312,93
10313,67
10314,68
10315,4
10316,58
10317,69
10318,57
10319,58
10320,29
10321,54
10322,85
10323,47
10324,51
10325,10
10326,19
10327,37
10328,19
10329,55
10330,77
10331,42
10332,82
10333,87
10334,2
10335,76
10336,65
10337,41
10338,82
10339,36
10340,37
10341,34
10342,78
10343,7
10344,23
10345,22
10346,73
10347,43
10348,55
10349,52
10350,16
10351,16
10352,41
10353,21
10354,84
10355,33
10356,27
10357,24
10358,71
10359,67
10360,81
10361,13
10362,42
10363,83
10364,70
10365,45
10366,76
10367,50
10368,25
10369,64
10370,61
10371,22
10372,88
10373,3
10374,41
10375,19
10376,94
10377,25
10378,25
10379,60
10380,38
10381,20
10382,86
10383,24
10384,38
10385,82
10386,80
10387,73
10388,40
10389,31
10390,74
10391,50
10392,66
10393,26
10394,58
10395,14
10396,74
10397,41
10398,5
10399,2
10400,39
10401,5
10402,11
10403,84
10404,14
10405,84
10406,87
10407,26
10408,50
10409,37
10410,31
10411,72
10412,81
10413,78
10414,42
10415,52
10416,50
10417,43
10418,23
10419,36
10420,38
10421,91
10422,83
10423,33
10424,90
10425,21
10426,10
10427,35
10428,81
10429,85
10430,66
10431,86
10432,65
10433,50
10434,5
10435,6
10436,69
10437,87
10438,13
10439,37
10440,31
10441,10
10442,64
10443,12
10444,74
10445,66
10446,86
10447,87
10448,56
10449,22
10450,3
10451,76
10452,3
10453,40
10454,66
10455,59
10456,99
10457,54
10458,64
10459,19
10460,50
10461,16
10462,33
10463,16
10464,93
10465,43
10466,87
10467,85
10468,1
10469,92
10470,98
10471,24
10472,45
10473,67
10474,54
10475,50
10476,39
10477,81
10478,100
10479,14
10480,13
10481,28
10482,71
10483,70
10484,44
10485,47
10486,92
10487,26
10488,11
10489,53
10490,20
10491,82
10492,100
10493,2
10494,79
10495,15
10496,62
10497,77
10498,73
10499,14
10500,32
10501,42
10502,4
10503,47
10504,26
10505,22
10506,14
10507,74
10508,61
10509,75
10510,98
10511,62
10512,84
10513,68
10514,73
10515,31
10516,59
10517,100
10518,37
10519,36
10520,66
10521,96
10522,45
10523,51
10524,24
10525,27
10526,3
10527,33
10528,55
10529,98
10530,81
10531,59
10532,46
10533,25
10534,85
10535,43
10536,24
10537,65
10538,31
10539,77
10540,81
10541,14
10542,73
10543,95
10544,55
10545,36
10546,90
10547,14
10548,38
10549,67
10550,32
10551,38
10552,79
10553,72
10554,23
10555,9
10556,39
10557,14
10558,16
10559,28
10560,89
10561,63
10562,15
10563,10
10564,42
10565,51
10566,97
10567,20
10568,10
10569,10
10570,17
10571,61
10572,46
10573,45
10574,36
10575,32
10576,54
10577,1
10578,22
10579,22
10580,94
10581,84
10582,27
10583,56
10584,88
10585,18
10586,16
10587,97
10588,13
10589,46
10590,23
10591,25
10592,8
10593,2
10594,97
10595,19
10596,90
10597,78
10598,18
10599,31
10600,27
10601,23
10602,13
10603,60
10604,7
10605,57
10606,79
10607,10
10608,37
10609,30
10610,51
10611,29
10612,27
10613,54
10614,29
10615,49
10616,27
10617,62
10618,43
10619,41
10620,30
10621,54
10622,60
10623,17
10624,8
10625,12
10626,26
10627,100
10628,28
10629,80
10630,51
10631,63
10632,38
10633,76
10634,9
10635,13
10636,69
10637,16
10638,71
10639,47
10640,28
10641,59
10642,42
10643,15
10644,95
10645,59
10646,70
10647,8
10648,59
10649,73
10650,68
10651,75
10652,48
10653,14
10654,64
10655,14
10656,50
10657,50
10658,12
10659,57
10660,64
10661,18
10662,35
10663,81
10664,39
10665,46
10666,98
10667,33
10668,21
10669,4
10670,1
10671,41
10672,30
10673,51
10674,10
10675,86
10676,27
10677,72
10678,31
10679,92
10680,7
10681,38
10682,74
10683,1
10684,26
10685,19
10686,14
10687,65
10688,95
10689,38
10690,12
10691,21
10692,82
10693,51
10694,30
10695,81
10696,93
10697,8
10698,48
10699,71
10700,86
10701,85
10702,21
10703,80
10704,91
10705,59
10706,61
10707,51
10708,53
10709,63
10710,84
10711,82
10712,30
10713,5
10714,2
10715,51
10716,4
10717,52
10718,45
10719,63
10720,24
10721,89
10722,98
10723,23
10724,50
10725,27
10726,22
10727,89
10728,36
10729,48
10730,26
10731,4
10732,76
10733,18
10734,9
10735,51
10736,66
10737,22
10738,92
10739,52
10740,95
10741,29
10742,15
10743,3
10744,42
10745,44
10746,99
10747,79
10748,94
10749,48
10750,7
10751,61
10752,2
10753,46
10754,20
10755,46
10756,24
10757,39
10758,18
10759,70
10760,17
10761,8
10762,25
10763,47
10764,3
10765,88
10766,11
10767,48
10768,29
10769,79
10770,28
10771,7
10772,79
10773,25
10774,35
10775,49
10776,94
10777,83
10778,79
10779,56
10780,29
10781,55
10782,17
10783,95
10784,83
10785,78
10786,59
10787,63
10788,20
10789,29
10790,89
10791,50
10792,75
10793,44
10794,4
10795,59
10796,64
10797,56
10798,27
10799,54
10800,55
10801,35
10802,14
10803,98
10804,56
10805,65
10806,67
10807,4
10808,99
10809,22
10810,4
10811,53
10812,13
10813,45
10814,27
10815,45
10816,75
10817,62
10818,21
10819,99
10820,37
10821,56
10822,18
10823,32
10824,100
10825,4
10826,53
10827,39
10828,76
10829,10
10830,77
10831,12
10832,99
10833,22
10834,97
10835,64
10836,83
10837,9
10838,31
10839,82
10840,40
10841,21
10842,7
10843,60
10844,99
10845,94
10846,26
10847,92
10848,2
10849,24
10850,55
10851,49
10852,76
10853,93
10854,7
10855,66
10856,39
10857,62
10858,61
10859,68
10860,61
10861,43
10862,49
10863,94
10864,29
10865,27
10866,53
10867,85
10868,26
10869,23
10870,79
10871,3
10872,27
10873,39
10874,11
10875,82
10876,48
10877,1
10878,43
10879,1
10880,97
10881,80
10882,27
10883,82
10884,78
10885,43
10886,67
10887,92
10888,87
10889,46
10890,25
10891,42
10892,100
10893,48
10894,83
10895,52
10896,11
10897,83
10898,50
10899,37
10900,24
10901,94
10902,29
10903,70
10904,100
10905,62
10906,82
10907,58
10908,8
10909,28
10910,47
10911,3
10912,32
10913,2
10914,93
10915,95
10916,38
10917,56
10918,41
10919,58
10920,50
10921,87
10922,22
10923,20
10924,74
10925,44
10926,83
10927,9
10928,41
10929,75
10930,58
10931,95
10932,58
10933,66
10934,92
10935,26
10936,12
10937,21
10938,92
10939,11
10940,63
10941,51
10942,59
10943,41
10944,82
10945,50
10946,48
10947,42
10948,94
10949,39
10950,65
10951,88
10952,57
10953,43
10954,13
10955,1
10956,46
10957,13
10958,19
10959,65
10960,76
10961,8
10962,93
10963,47
10964,84
10965,22
10966,22
10967,34
10968,34
10969,80
10970,76
10971,13
10972,16
10973,15
10974,8
10975,36
10976,58
10977,61
10978,65
10979,3
10980,39
10981,69
10982,37
10983,74
10984,44
10985,44
10986,64
10987,31
10988,91
10989,34
10990,75
10991,13
10992,88
10993,59
10994,37
10995,31
10996,17
10997,37
10998,74
10999,68
11000,12
11001,50
11002,86
11003,8
11004,85
11005,37
11006,25
11007,74
11008,29
11009,25
11010,94
11011,59
11012,99
11013,67
11014,93
11015,12
11016,17
11017,46
11018,15
11019,41
11020,3
11021,96
11022,7
11023,72
11024,8
11025,98
11026,84
11027,10
11028,80
11029,76
11030,63
11031,43
11032,99
11033,45
11034,74
11035,95
11036,79
11037,27
11038,5
11039,10
11040,58
11041,26
11042,63
11043,38
11044,94
11045,57
11046,38
11047,49
11048,21
11049,82
11050,24
11051,9
11052,93
11053,32
11054,38
11055,37
11056,52
11057,1
11058,30
11059,49
11060,26
11061,24
11062,6
11063,17
11064,42
11065,13
11066,28
11067,54
11068,49
11069,16
11070,34
11071,72
11072,98
11073,91
11074,61
11075,25
11076,28
11077,25
11078,50
11079,61
11080,3
11081,71
11082,66
11083,16
11084,58
11085,4
11086,64
11087,29
11088,28
11089,43
11090,82
11091,52
11092,31
11093,24
11094,60
11095,71
11096,34
11097,88
11098,22
11099,34
11100,81
11101,74
11102,92
11103,48
11104,7
11105,99
11106,4
11107,59
11108,60
11109,67
11110,25
11111,45
11112,96
11113,5
11114,40
11115,28
11116,79
11117,87
11118,16
11119,71
11120,85
11121,59
11122,61
11123,41
11124,28
11125,53
11126,9
11127,49
11128,81
11129,44
11130,92
11131,43
11132,13
11133,97
11134,63
11135,85
11136,23
11137,71
11138,27
11139,2
11140,55
11141,25
11142,1
11143,92
11144,95
11145,19
11146,51
11147,20
11148,73
11149,34
11150,97
11151,27
11152,33
11153,2
11154,56
11155,22
11156,30
11157,32
11158,19
11159,42
11160,63
11161,68
11162,63
11163,98
11164,68
11165,58
11166,19
11167,2
11168,19
11169,17
11170,37
11171,39
11172,37
11173,40
11174,74
11175,9
11176,24
11177,83
11178,51
11179,34
11180,42
11181,58
11182,21
11183,34
11184,49
11185,20
11186,12
11187,87
11188,21
11189,50
11190,53
11191,16
11192,76
11193,12
11194,30
11195,93
11196,82
11197,43
11198,60
11199,5
11200,16
11201,78
11202,15
11203,67
11204,82
11205,75
11206,95
11207,56
11208,43
11209,66
11210,53
11211,79
11212,91
11213,98
11214,72
11215,56
11216,71
11217,9
11218,39
11219,25
11220,53
11221,43
11222,56
11223,35
11224,20
11225,14
11226,55
11227,89
11228,65
11229,91
11230,37
11231,5
11232,1
11233,49
11234,57
11235,50
11236,74
11237,18
11238,66
11239,59
11240,100
11241,16
11242,78
11243,1
11244,68
11245,31
11246,47
11247,28
11248,74
11249,14
11250,44
11251,87
11252,53
11253,91
11254,42
11255,88
11256,82
11257,21
11258,56
11259,28
11260,13
11261,43
11262,18
11263,83
11264,75
11265,46
11266,81
11267,53
11268,65
11269,30
11270,32
11271,25
11272,21
11273,3
11274,77
11275,61
11276,26
11277,16
11278,50
11279,48
11280,97
11281,4
11282,67
11283,38
11284,77
11285,99
11286,45
11287,51
11288,61
11289,82
11290,10
11291,63
11292,6
11293,24
11294,64
11295,19
11296,56
11297,13
11298,78
11299,89
11300,2
11301,47
11302,1
11303,65
11304,52
11305,12
11306,36
11307,94
11308,20
11309,85
11310,75
11311,94
11312,68
11313,84
11314,50
11315,86
11316,13
11317,84
11318,44
11319,7
11320,93
11321,20
11322,28
11323,5
11324,1
11325,13
11326,16
11327,41
11328,42
11329,87
11330,95
11331,3
11332,66
11333,73
11334,66
11335,97
11336,84
11337,7
11338,29
11339,14
11340,82
11341,38
11342,57
11343,77
11344,34
11345,63
11346,20
11347,83
11348,79
11349,81
11350,7
11351,66
11352,28
11353,75
11354,32
11355,60
11356,36
11357,83
11358,32
11359,94
11360,61
11361,49
11362,13
11363,42
11364,87
11365,9
11366,72
11367,92
11368,11
11369,20
11370,37
11371,88
11372,36
11373,56
11374,21
11375,81
11376,68
11377,49
11378,71
11379,99
11380,100
11381,27
11382,99
11383,34
11384,81
11385,79
11386,53
11387,55
11388,45
11389,7
11390,44
11391,36
11392,5
11393,99
11394,3
11395,2
11396,66
11397,98
11398,90
11399,3
11400,40
11401,83
11402,2
11403,94
11404,72
11405,1
11406,63
11407,94
11408,14
11409,14
11410,99
11411,72
11412,23
11413,70
11414,70
11415,41
11416,81
11417,24
11418,28
11419,10
11420,85
11421,4
11422,2
11423,13
11424,77
11425,57
11426,13
11427,74
11428,21
11429,20
11430,81
11431,34
11432,38
11433,93
11434,64
11435,26
11436,77
11437,5
11438,28
11439,16
11440,19
11441,9
11442,26
11443,43
11444,68
11445,1
11446,53
11447,46
11448,20
11449,29
11450,34
11451,47
11452,74
11453,71
11454,59
11455,80
11456,29
11457,68
11458,93
11459,87
11460,61
11461,21
11462,36
11463,48
11464,55
11465,27
11466,13
11467,2
11468,61
11469,87
11470,49
11471,65
11472,71
11473,3
11474,75
11475,8
11476,2
11477,20
11478,64
11479,13
11480,78
11481,6
11482,16
11483,42
11484,61
11485,44
11486,53
11487,17
11488,26
11489,25
11490,19
11491,30
11492,91
11493,30
11494,80
11495,47
11496,85
11497,88
11498,88
11499,61
11500,81
11501,67
11502,59
11503,48
11504,81
11505,39
11506,74
11507,42
11508,49
11509,98
11510,28
11511,81
11512,79
11513,99
11514,1
11515,2
11516,33
11517,45
11518,35
11519,42
11520,6
11521,23
11522,41
11523,23
11524,22
11525,34
11526,74
11527,82
11528,37
11529,52
11530,37
11531,93
11532,53
11533,40
11534,59
11535,12
11536,85
11537,82
11538,87
11539,61
11540,35
11541,67
11542,69
11543,15
11544,51
11545,32
11546,22
11547,16
11548,41
11549,63
11550,98
11551,50
11552,65
11553,52
11554,34
11555,39
11556,45
11557,94
11558,78
11559,3
11560,2
11561,97
11562,80
11563,61
11564,6
11565,68
11566,40
11567,93
11568,6
11569,81
11570,17
11571,27
11572,43
11573,44
11574,35
11575,93
11576,14
11577,95
11578,98
11579,15
11580,59
11581,39
11582,13
11583,16
11584,97
11585,29
11586,53
11587,33
11588,97
11589,61
11590,40
11591,80
11592,73
11593,92
11594,15
11595,5
11596,25
11597,53
11598,62
11599,32
11600,49
11601,94
11602,65
11603,91
11604,65
11605,13
11606,27
11607,77
11608,22
11609,79
11610,33
11611,9
11612,62
11613,72
11614,28
11615,63
11616,14
11617,20
11618,91
11619,2
11620,27
11621,72
11622,82
11623,92
11624,74
11625,28
11626,40
11627,95
11628,38
11629,35
11630,34
11631,82
11632,98
11633,82
11634,16
11635,24
11636,52
11637,39
11638,90
11639,43
11640,92
11641,66
11642,42
11643,28
11644,92
11645,89
11646,15
11647,61
11648,41
11649,36
11650,18
11651,81
11652,1
11653,65
11654,8
11655,13
11656,83
11657,77
11658,84
11659,50
11660,78
11661,37
11662,48
11663,65
11664,45
11665,59
11666,31
11667,50
11668,59
11669,82
11670,77
11671,73
11672,48
11673,89
11674,68
11675,46
11676,92
11677,44
11678,83
11679,19
11680,81
11681,100
11682,22
11683,26
11684,68
11685,22
11686,8
11687,78
11688,11
11689,33
11690,38
11691,43
11692,8
11693,6
11694,95
11695,49
11696,62
11697,44
11698,86
11699,50
11700,2
11701,9
11702,9
11703,10
11704,21
11705,27
11706,4
11707,34
11708,15
11709,52
11710,3
11711,77
11712,80
11713,4
11714,9
11715,2
11716,8
11717,20
11718,2
11719,72
11720,72
11721,45
11722,95
11723,44
11724,64
11725,68
11726,97
11727,94
11728,34
11729,20
11730,36
11731,71
11732,23
11733,84
11734,14
11735,39
11736,77
11737,42
11738,100
11739,31
11740,47
11741,87
11742,33
11743,62
11744,59
11745,87
11746,73
11747,42
11748,100
11749,14
11750,85
11751,60
11752,34
11753,60
11754,78
11755,65
11756,48
11757,26
11758,71
11759,49
11760,87
11761,10
11762,21
11763,94
11764,86
11765,23
11766,59
11767,60
11768,90
11769,49
11770,8
11771,39
11772,22
11773,21
11774,81
11775,47
11776,65
11777,7
11778,11
11779,61
11780,8
11781,34
11782,17
11783,43
11784,93
11785,57
11786,90
11787,19
11788,89
11789,62
11790,91
11791,99
11792,90
11793,98
11794,83
11795,14
11796,41
11797,7
11798,36
11799,80
11800,9
11801,13
11802,97
11803,44
11804,28
11805,17
11806,23
11807,48
11808,66
11809,96
11810,44
11811,33
11812,91
11813,92
11814,82
11815,69
11816,70
11817,47
11818,60
11819,49
11820,63
11821,75
11822,65
11823,100
11824,80
11825,99
11826,45
11827,69
11828,79
11829,48
11830,33
11831,6
11832,100
11833,14
11834,76
11835,70
11836,67
11837,15
11838,84
11839,20
11840,47
11841,17
11842,92
11843,31
11844,6
11845,83
11846,100
11847,83
11848,27
11849,21
11850,51
11851,57
11852,51
11853,52
11854,81
11855,16
11856,73
11857,81
11858,16
11859,57
11860,76
11861,27
11862,85
11863,12
11864,38
11865,61
11866,40
11867,16
11868,17
11869,65
11870,58
11871,52
11872,72
11873,17
11874,20
11875,26
11876,79
11877,42
11878,34
11879,31
11880,26
11881,77
11882,18
11883,92
11884,93
11885,32
11886,19
11887,72
11888,97
11889,55
11890,54
11891,76
11892,90
11893,78
11894,52
11895,77
11896,79
11897,97
11898,71
11899,100
11900,88
11901,96
11902,61
11903,10
11904,31
11905,25
11906,37
11907,15
11908,33
11909,31
11910,84
11911,37
11912,84
11913,29
11914,34
11915,73
11916,6
11917,9
11918,58
11919,12
11920,57
11921,39
11922,69
11923,32
11924,1
11925,43
11926,56
11927,7
11928,42
11929,85
11930,81
11931,35
11932,5
11933,100
11934,75
11935,57
11936,93
11937,36
11938,80
11939,33
11940,83
11941,86
11942,49
11943,67
11944,27
11945,53
11946,47
11947,92
11948,100
11949,92
11950,59
11951,88
11952,39
11953,28
11954,69
11955,64
11956,53
11957,45
11958,71
11959,31
11960,57
11961,3
11962,30
11963,92
11964,83
11965,19
11966,38
11967,2
11968,23
11969,97
11970,9
11971,12
11972,48
11973,75
11974,84
11975,81
11976,12
11977,72
11978,25
11979,57
11980,42
11981,72
11982,69
11983,54
11984,95
11985,63
11986,75
11987,93
11988,41
11989,85
11990,94
11991,12
11992,41
11993,24
11994,81
11995,93
11996,88
11997,21
11998,52
11999,34
12000,2
12001,56
12002,62
12003,66
12004,10
12005,49
12006,55
12007,24
12008,26
12009,67
12010,13
12011,95
12012,32
12013,56
12014,80
12015,48
12016,20
12017,2
12018,64
12019,91
12020,23
12021,34
12022,41
12023,1
12024,48
12025,3
12026,44
12027,51
12028,53
12029,3
12030,92
12031,74
12032,97
12033,32
12034,4
12035,42
12036,75
12037,23
12038,45
12039,91
12040,75
12041,69
12042,33
12043,40
12044,6
12045,90
12046,23
12047,92
12048,40
12049,32
12050,18
12051,66
12052,3
12053,25
12054,20
12055,100
12056,46
12057,27
12058,98
12059,98
12060,33
12061,1
12062,6
12063,40
12064,8
12065,43
12066,80
12067,13
12068,90
12069,45
12070,40
12071,95
12072,4
12073,6
12074,22
12075,55
12076,64
12077,96
12078,52
12079,9
12080,45
12081,62
12082,7
12083,59
12084,7
12085,40
12086,33
12087,69
12088,17
12089,83
12090,27
12091,51
12092,52
12093,56
12094,62
12095,3
12096,29
12097,7
12098,12
12099,14
12100,37
12101,21
12102,42
12103,83
12104,32
12105,17
12106,10
12107,77
12108,41
12109,1
12110,57
12111,20
12112,96
12113,32
12114,12
12115,9
12116,7
12117,86
12118,84
12119,75
12120,30
12121,91
12122,37
12123,13
12124,1
12125,99
12126,81
12127,49
12128,78
12129,8
12130,95
12131,96
12132,84
12133,3
12134,70
12135,75
12136,98
12137,61
12138,66
12139,74
12140,18
12141,47
12142,79
12143,96
12144,39
12145,62
12146,11
12147,92
12148,88
12149,100
12150,54
12151,56
12152,55
12153,29
12154,12
12155,97
12156,65
12157,73
12158,91
12159,45
12160,62
12161,14
12162,94
12163,49
12164,11
12165,66
12166,88
12167,28
12168,19
12169,3
12170,76
12171,49
12172,84
12173,76
12174,65
12175,38
12176,3
12177,31
12178,45
12179,81
12180,53
12181,63
12182,88
12183,91
12184,87
12185,31
12186,77
12187,54
12188,58
12189,93
12190,29
12191,47
12192,93
12193,60
12194,96
12195,81
12196,83
12197,26
12198,6
12199,52
12200,54
12201,83
12202,92
12203,41
12204,22
12205,36
12206,98
12207,1
12208,11
12209,41
12210,64
12211,84
12212,46
12213,28
12214,72
12215,72
12216,26
12217,2
12218,36
12219,64
12220,63
12221,47
12222,96
12223,44
12224,42
12225,60
12226,66
12227,78
12228,37
12229,89
12230,10
12231,83
12232,25
12233,66
12234,46
12235,83
12236,51
12237,97
12238,24
12239,38
12240,26
12241,54
12242,39
12243,48
12244,59
12245,33
12246,79
12247,79
12248,77
12249,98
12250,88
12251,32
12252,83
12253,14
12254,48
12255,91
12256,30
12257,44
12258,78
12259,29
12260,83
12261,31
12262,87
12263,52
12264,78
12265,7
12266,71
12267,38
12268,35
12269,48
12270,88
12271,6
12272,72
12273,30
12274,31
12275,50
12276,31
12277,30
12278,96
12279,10
12280,12
12281,82
12282,91
12283,55
12284,92
12285,43
12286,7
12287,19
12288,61
12289,52
12290,41
12291,43
12292,84
12293,2
12294,97
12295,46
12296,75
12297,27
12298,14
12299,23
12300,55
12301,41
12302,59
12303,6
12304,49
12305,73
12306,96
12307,55
12308,83
12309,23
12310,45
12311,7
12312,50
12313,85
12314,9
12315,9
12316,37
12317,85
12318,92
12319,97
12320,9
12321,38
12322,33
12323,58
12324,75
12325,3
12326,36
12327,26
12328,5
12329,40
12330,23
12331,68
12332,77
12333,18
12334,72
12335,3
12336,94
12337,89
12338,100
12339,7
12340,98
12341,51
12342,56
12343,58
12344,81
12345,97
12346,57
12347,39
12348,97
12349,50
12350,97
12351,46
12352,78
12353,14
12354,42
12355,66
12356,84
12357,58
12358,66
12359,49
12360,74
12361,79
12362,78
12363,52
12364,70
12365,59
12366,93
12367,90
12368,80
12369,40
12370,50
12371,40
12372,23
12373,100
12374,22
12375,21
12376,21
12377,92
12378,25
12379,64
12380,18
12381,91
12382,88
12383,17
12384,91
12385,80
12386,100
12387,49
12388,46
12389,18
12390,31
12391,62
12392,44
12393,27
12394,34
12395,19
12396,17
12397,58
12398,22
12399,89
12400,53
12401,54
12402,91
12403,30
12404,99
12405,86
12406,58
12407,40
12408,90
12409,73
12410,73
12411,79
12412,97
12413,4
12414,90
12415,80
12416,66
12417,5
12418,47
12419,44
12420,37
12421,87
12422,90
12423,39
12424,59
12425,22
12426,31
12427,19
12428,24
12429,93
12430,63
12431,21
12432,100
12433,78
12434,18
12435,24
12436,37
12437,71
12438,44
12439,64
12440,58
12441,9
12442,47
12443,27
12444,42
12445,29
12446,18
12447,41
12448,86
12449,61
12450,34
12451,81
12452,13
12453,3
12454,12
12455,11
12456,100
12457,75
12458,51
12459,78
12460,64
12461,15
12462,38
12463,31
12464,7
12465,71
12466,84
12467,21
12468,12
12469,34
12470,51
12471,98
12472,41
12473,60
12474,72
12475,12
12476,84
12477,90
12478,86
12479,68
12480,84
12481,16
12482,1
12483,92
12484,12
12485,22
12486,8
12487,12
12488,55
12489,3
12490,23
12491,30
12492,51
12493,52
12494,55
12495,31
12496,53
12497,48
12498,80
12499,81
12500,3
12501,83
12502,2
12503,44
12504,75
12505,68
12506,22
12507,2
12508,19
12509,96
12510,44
12511,78
12512,46
12513,36
12514,10
12515,6
12516,83
12517,82
12518,67
12519,68
12520,29
12521,10
12522,34
12523,53
12524,88
12525,84
12526,70
12527,82
12528,26
12529,10
12530,29
12531,11
12532,93
12533,3
12534,4
12535,83
12536,100
12537,81
12538,88
12539,58
12540,75
12541,94
12542,96
12543,42
12544,64
12545,90
12546,34
12547,21
12548,15
12549,30
12550,61
12551,11
12552,51
12553,86
12554,24
12555,85
12556,51
12557,73
12558,56
12559,93
12560,98
12561,25
12562,34
12563,36
12564,64
12565,50
12566,74
12567,72
12568,49
12569,48
12570,57
12571,94
12572,87
12573,72
12574,37
12575,69
12576,22
12577,88
12578,97
12579,73
12580,23
12581,80
12582,66
12583,24
12584,15
12585,30
12586,78
12587,28
12588,91
12589,57
12590,57
12591,97
12592,69
12593,49
12594,69
12595,89
12596,45
12597,26
12598,100
12599,19
12600,79
12601,94
12602,44
12603,9
12604,61
12605,49
12606,60
12607,91
12608,63
12609,47
12610,71
12611,19
12612,90
12613,99
12614,90
12615,71
12616,88
12617,89
12618,44
12619,9
12620,82
12621,6
12622,88
12623,76
12624,93
12625,81
12626,85
12627,44
12628,24
12629,59
12630,2
12631,89
12632,79
12633,92
12634,99
12635,93
12636,51
12637,15
12638,20
12639,85
12640,33
12641,59
12642,13
12643,90
12644,13
12645,92
12646,39
12647,69
12648,59
12649,31
12650,27
12651,17
12652,77
12653,12
12654,54
12655,79
12656,79
12657,36
12658,47
12659,28
12660,58
12661,56
12662,39
12663,25
12664,18
12665,2
12666,82
12667,57
12668,17
12669,63
12670,93
12671,27
12672,24
12673,50
12674,25
12675,28
